,X,VL_name,Map_name,Convert_name,name_same
380,3072,Armação Dos Búzios,Armação Dos Búzios,Armação Dos Búzios,TRUE
381,4154,Armazém,Armazém,Armazém,TRUE
382,904,Arneiroz,Arneiroz,Arneiroz,TRUE
383,676,Aroazes,Aroazes,Aroazes,TRUE
384,1245,Aroeiras,Aroeiras,Aroeiras,TRUE
385,677,Aroeiras Do Itaim,Aroeiras Do Itaim,Aroeiras Do Itaim,TRUE
386,678,Arraial,Arraial,Arraial,TRUE
387,3073,Arraial Do Cabo,Arraial Do Cabo,Arraial Do Cabo,TRUE
388,327,Arraias,Arraias,Arraias,TRUE
389,4415,Arroio Do Meio,Arroio Do Meio,Arroio Do Meio,TRUE
390,4416,Arroio Do Padre,Arroio Do Padre,Arroio Do Padre,TRUE
391,4417,Arroio Do Sal,Arroio Do Sal,Arroio Do Sal,TRUE
392,4418,Arroio Do Tigre,Arroio Do Tigre,Arroio Do Tigre,TRUE
393,4419,Arroio Dos Ratos,Arroio Dos Ratos,Arroio Dos Ratos,TRUE
394,4420,Arroio Grande,Arroio Grande,Arroio Grande,TRUE
395,4155,Arroio Trinta,Arroio Trinta,Arroio Trinta,TRUE
396,3194,Artur Nogueira,Artur Nogueira,Artur Nogueira,TRUE
397,5095,Aruanã,Aruanã,Aruanã,TRUE
398,3195,Arujá,Arujá,Arujá,TRUE
399,4156,Arvoredo,Arvoredo,Arvoredo,TRUE
400,4421,Arvorezinha,Arvorezinha,Arvorezinha,TRUE
401,4157,Ascurra,Ascurra,Ascurra,TRUE
402,3196,Aspásia,Aspásia,Aspásia,TRUE
403,3796,Assaí,Assaí,Assaí,TRUE
404,905,Assaré,Assaré,Assaré,TRUE
405,3197,Assis,Assis,Assis,TRUE
406,54,Assis Brasil,Assis Brasil,Assis Brasil,TRUE
407,3797,Assis Chateaubriand,Assis Chateaubriand,Assis Chateaubriand,TRUE
408,1246,Assunção,Assunção,Assunção,TRUE
409,679,Assunção Do Piauí,Assunção Do Piauí,Assunção Do Piauí,TRUE
410,2208,Astolfo Dutra,Astolfo Dutra,Astolfo Dutra,TRUE
411,3798,Astorga,Astorga,Astorga,TRUE
412,1604,Atalaia,Atalaia,Atalaia,TRUE
413,80,Atalaia Do Norte,Atalaia Do Norte,Atalaia Do Norte,TRUE
414,4158,Atalanta,Atalanta,Atalanta,TRUE
415,2209,Ataléia,Ataléia,Ataléia,TRUE
416,3198,Atibaia,Atibaia,Atibaia,TRUE
417,3002,Atílio Vivacqua,Atílio Vivacqua,Atílio Vivacqua,TRUE
418,328,Augustinópolis,Augustinópolis,Augustinópolis,TRUE
419,163,Augusto Corrêa,Augusto Corrêa,Augusto Corrêa,TRUE
420,2210,Augusto De Lima,Augusto De Lima,Augusto De Lima,TRUE
421,4422,Augusto Pestana,Augusto Pestana,Augusto Pestana,TRUE
422,1790,Áurea,Áurea,Áurea,TRUE
423,3199,Aurelino Leal,Aurelino Leal,Aurelino Leal,TRUE
424,5096,Auriflama,Auriflama,Auriflama,TRUE
425,906,Aurilândia,Aurilândia,Aurilândia,TRUE
426,164,Aurora,Aurora,Aurora,TRUE
427,329,Aurora Do Pará,Aurora Do Pará,Aurora Do Pará,TRUE
428,81,Aurora Do Tocantins,Aurora Do Tocantins,Aurora Do Tocantins,TRUE
429,3200,Autazes,Autazes,Autazes,TRUE
430,3201,Avaí,Avaí,Avaí,TRUE
431,3202,Avanhandava,Avanhandava,Avanhandava,TRUE
432,165,Avaré,Avaré,Avaré,TRUE
433,680,Aveiro,Aveiro,Aveiro,TRUE
434,5097,Avelino Lopes,Avelino Lopes,Avelino Lopes,TRUE
435,466,Avelinópolis,Avelinópolis,Avelinópolis,TRUE
436,330,Axixá,Axixá,Axixá,TRUE
437,331,Axixá Do Tocantins,Axixá Do Tocantins,Axixá Do Tocantins,TRUE
438,467,Babaçulândia,Babaçulândia,Babaçulândia,TRUE
439,468,Bacabal,Bacabal,Bacabal,TRUE
440,469,Bacabeira,Bacabeira,Bacabeira,TRUE
441,470,Bacuri,Bacuri,Bacuri,TRUE
442,3203,Bacurituba,Bacurituba,Bacurituba,TRUE
443,2211,Bady Bassitt,Bady Bassitt,Bady Bassitt,TRUE
444,4424,Baependi,Baependi,Baependi,TRUE
445,166,Bagé,Bagé,Bagé,TRUE
446,1247,Bagre,Bagre,Bagre,TRUE
447,1080,Baía Da Traição,Baía Da Traição,Baía Da Traição,TRUE
448,1791,Baía Formosa,Baía Formosa,Baía Formosa,TRUE
449,167,Baianópolis,Baianópolis,Baianópolis,TRUE
450,1792,Baião,Baião,Baião,TRUE
451,681,Baixa Grande,Baixa Grande,Baixa Grande,TRUE
452,907,Baixa Grande Do Ribeiro,Baixa Grande Do Ribeiro,Baixa Grande Do Ribeiro,TRUE
453,3003,Baixio,Baixio,Baixio,TRUE
454,3204,Baixo Guandu,Baixo Guandu,Baixo Guandu,TRUE
455,2212,Balbinos,Balbinos,Balbinos,TRUE
456,5098,Baldim,Baldim,Baldim,TRUE
457,4159,Baliza,Baliza,Baliza,TRUE
458,4160,Balneário Arroio Do Silva,Balneário Arroio Do Silva,Balneário Arroio Do Silva,TRUE
459,4161,Balneário Barra Do Sul,Balneário Barra Do Sul,Balneário Barra Do Sul,TRUE
460,4162,Balneário Camboriú,Balneário Camboriú,Balneário Camboriú,TRUE
461,4163,Balneário Gaivota,Balneário Gaivota,Balneário Gaivota,TRUE
462,4425,Balneário Piçarras,Balneário Piçarras,Balneário Piçarras,TRUE
463,4164,Balneário Pinhal,Balneário Pinhal,Balneário Pinhal,TRUE
464,3799,Balneário Rincão,Balneário Rincão,Balneário Rincão,TRUE
465,3205,Balsa Nova,Balsa Nova,Balsa Nova,TRUE
466,471,Bálsamo,Bálsamo,Bálsamo,TRUE
467,2213,Balsas,Balsas,Balsas,TRUE
468,908,Bambuí,Bambuí,Bambuí,TRUE
469,3206,Banabuiú,Banabuiú,Banabuiú,TRUE
470,1248,Bananal,Bananal,Bananal,TRUE
471,2214,Bananeiras,Bananeiras,Bananeiras,TRUE
472,2215,Bandeira,Bandeira,Bandeira,TRUE
473,4165,Bandeira Do Sul,Bandeira Do Sul,Bandeira Do Sul,TRUE
474,3800,Bandeirante,Bandeirante,Bandeirante,TRUE
475,332,Bandeirantes,Bandeirantes,Bandeirantes,TRUE
476,168,Bandeirantes Do Tocantins,Bandeirantes Do Tocantins,Bandeirantes Do Tocantins,TRUE
477,1793,Bannach,Bannach,Bannach,TRUE
478,4426,Banzaê,Banzaê,Banzaê,TRUE
479,3207,Barão,Barão,Barão,TRUE
480,2216,Barão De Antonina,Barão De Antonina,Barão De Antonina,TRUE
481,4427,Barão De Cocais,Barão De Cocais,Barão De Cocais,TRUE
482,472,Barão De Cotegipe,Barão De Cotegipe,Barão De Cotegipe,TRUE
483,4950,Barão De Grajaú,Barão De Grajaú,Barão De Grajaú,TRUE
484,2217,Barão De Melgaço,Barão De Melgaço,Barão De Melgaço,TRUE
485,4428,Barão De Monte Alto,Barão De Monte Alto,Barão De Monte Alto,TRUE
486,1081,Barão Do Triunfo,Barão Do Triunfo,Barão Do Triunfo,TRUE
487,2218,Baraúna,Baraúna,Baraúna,TRUE
488,909,Barbacena,Barbacena,Barbacena,TRUE
489,3208,Barbalha,Barbalha,Barbalha,TRUE
490,3801,Barbosa,Barbosa,Barbosa,TRUE
491,169,Barbosa Ferraz,Barbosa Ferraz,Barbosa Ferraz,TRUE
492,1082,Barcarena,Barcarena,Barcarena,TRUE
493,82,Barcelona,Barcelona,Barcelona,TRUE
494,3209,Barcelos,Barcelos,Barcelos,TRUE
495,1794,Bariri,Bariri,Bariri,TRUE
496,3210,Barra,Barra,Barra,TRUE
497,682,Barra Bonita,Barra Bonita,Barra Bonita,TRUE
499,1447,Barra Da Estiva,Barra Da Estiva,Barra Da Estiva,TRUE
500,1249,Barra De Guabiraba,Barra De Guabiraba,Barra De Guabiraba,TRUE
501,1250,Barra De Santa Rosa,Barra De Santa Rosa,Barra De Santa Rosa,TRUE
502,1605,Barra De Santana,Barra De Santana,Barra De Santana,TRUE
503,3004,Barra De Santo Antônio,Barra De Santo Antônio,Barra De Santo Antônio,TRUE
504,1251,Barra De São Francisco,Barra De São Francisco,Barra De São Francisco,TRUE
505,4951,Barra De São Miguel,Barra De São Miguel,Barra De São Miguel,TRUE
506,3211,Barra Do Bugres,Barra Do Bugres,Barra Do Bugres,TRUE
507,1796,Barra Do Chapéu,Barra Do Chapéu,Barra Do Chapéu,TRUE
508,473,Barra Do Choça,Barra Do Choça,Barra Do Choça,TRUE
509,4952,Barra Do Corda,Barra Do Corda,Barra Do Corda,TRUE
510,4429,Barra Do Garças,Barra Do Garças,Barra Do Garças,TRUE
511,3802,Barra Do Guarita,Barra Do Guarita,Barra Do Guarita,TRUE
512,1797,Barra Do Jacaré,Barra Do Jacaré,Barra Do Jacaré,TRUE
513,333,Barra Do Mendes,Barra Do Mendes,Barra Do Mendes,TRUE
514,3074,Barra Do Ouro,Barra Do Ouro,Barra Do Ouro,TRUE
515,4430,Barra Do Piraí,Barra Do Piraí,Barra Do Piraí,TRUE
516,4431,Barra Do Quaraí,Barra Do Quaraí,Barra Do Quaraí,TRUE
517,4432,Barra Do Ribeiro,Barra Do Ribeiro,Barra Do Ribeiro,TRUE
518,1798,Barra Do Rio Azul,Barra Do Rio Azul,Barra Do Rio Azul,TRUE
519,3212,Barra Do Rocha,Barra Do Rocha,Barra Do Rocha,TRUE
520,1699,Barra Do Turvo,Barra Do Turvo,Barra Do Turvo,TRUE
521,4433,Barra Dos Coqueiros,Barra Dos Coqueiros,Barra Dos Coqueiros,TRUE
522,2219,Barra Funda,Barra Funda,Barra Funda,TRUE
523,3075,Barra Longa,Barra Longa,Barra Longa,TRUE
524,4166,Barra Mansa,Barra Mansa,Barra Mansa,TRUE
525,3803,Barra Velha,Barra Velha,Barra Velha,TRUE
526,683,Barracão,Barracão,Barracão,TRUE
527,910,Barras,Barras,Barras,TRUE
528,1799,Barreira,Barreira,Barreira,TRUE
529,684,Barreiras,Barreiras,Barreiras,TRUE
530,83,Barreiras Do Piauí,Barreiras Do Piauí,Barreiras Do Piauí,TRUE
531,474,Barreirinha,Barreirinha,Barreirinha,TRUE
532,1448,Barreirinhas,Barreirinhas,Barreirinhas,TRUE
533,3213,Barreiros,Barreiros,Barreiros,TRUE
534,3214,Barretos,Barretos,Barretos,TRUE
535,911,Barrinha,Barrinha,Barrinha,TRUE
536,1800,Barro,Barro,Barro,TRUE
537,685,Barro Alto,Barro Alto,Barro Alto,TRUE
538,1801,Barro Duro,Barro Duro,Barro Duro,TRUE
539,1802,Barro Preto,Barro Preto,Barro Preto,TRUE
540,334,Barrocas,Barrocas,Barrocas,TRUE
541,912,Barrolândia,Barrolândia,Barrolândia,TRUE
542,4434,Barroquinha,Barroquinha,Barroquinha,TRUE
543,2220,Barros Cassal,Barros Cassal,Barros Cassal,TRUE
544,3215,Barroso,Barroso,Barroso,TRUE
545,3216,Barueri,Barueri,Barueri,TRUE
546,4877,Bastos,Bastos,Bastos,TRUE
547,686,Bataguassu,Bataguassu,Bataguassu,TRUE
548,3217,Batalha,Batalha,Batalha,TRUE
549,4878,Batatais,Batatais,Batatais,TRUE
550,913,Batayporã,Batayporã,Batayporã,TRUE
551,3218,Baturité,Baturité,Baturité,TRUE
552,1252,Bauru,Bauru,Bauru,TRUE
553,3219,Bayeux,Bayeux,Bayeux,TRUE
554,914,Bebedouro,Bebedouro,Bebedouro,TRUE
555,915,Beberibe,Beberibe,Beberibe,TRUE
556,4879,Bela Cruz,Bela Cruz,Bela Cruz,TRUE
557,3804,Bela Vista,Bela Vista,Bela Vista,TRUE
558,5099,Bela Vista Da Caroba,Bela Vista Da Caroba,Bela Vista Da Caroba,TRUE
559,2221,Bela Vista De Goiás,Bela Vista De Goiás,Bela Vista De Goiás,TRUE
560,475,Bela Vista De Minas,Bela Vista De Minas,Bela Vista De Minas,TRUE
561,3805,Bela Vista Do Maranhão,Bela Vista Do Maranhão,Bela Vista Do Maranhão,TRUE
562,687,Bela Vista Do Paraíso,Bela Vista Do Paraíso,Bela Vista Do Paraíso,TRUE
563,4167,Bela Vista Do Piauí,Bela Vista Do Piauí,Bela Vista Do Piauí,TRUE
564,476,Bela Vista Do Toldo,Bela Vista Do Toldo,Bela Vista Do Toldo,TRUE
565,170,Belágua,Belágua,Belágua,TRUE
566,1449,Belém,Belém,Belém,TRUE
567,1253,Belém De Maria,Belém De Maria,Belém De Maria,TRUE
568,688,Belém Do Brejo Do Cruz,Belém Do Brejo Do Cruz,Belém Do Brejo Do Cruz,TRUE
569,1450,Belém Do Piauí,Belém Do Piauí,Belém Do Piauí,TRUE
570,3076,Belém Do São Francisco,Belém Do São Francisco,Belém Do São Francisco,TRUE
571,2222,Belford Roxo,Belford Roxo,Belford Roxo,TRUE
572,1803,Belmiro Braga,Belmiro Braga,Belmiro Braga,TRUE
573,1804,Belmonte,Belmonte,Belmonte,TRUE
574,2223,Belo Campo,Belo Campo,Belo Campo,TRUE
575,1451,Belo Horizonte,Belo Horizonte,Belo Horizonte,TRUE
576,1606,Belo Jardim,Belo Jardim,Belo Jardim,TRUE
577,2224,Belo Monte,Belo Monte,Belo Monte,TRUE
578,2225,Belo Oriente,Belo Oriente,Belo Oriente,TRUE
579,171,Belo Vale,Belo Vale,Belo Vale,TRUE
580,689,Belterra,Belterra,Belterra,TRUE
581,477,Beneditinos,Beneditinos,Beneditinos,TRUE
582,4168,Benedito Leite,Benedito Leite,Benedito Leite,TRUE
583,172,Benedito Novo,Benedito Novo,Benedito Novo,TRUE
584,84,Benevides,Benevides,Benevides,TRUE
585,4435,Benjamin Constant,Benjamin Constant,Benjamin Constant,TRUE
586,3220,Benjamin Constant Do Sul,Benjamin Constant Do Sul,Benjamin Constant Do Sul,TRUE
587,1083,Bento De Abreu,Bento De Abreu,Bento De Abreu,TRUE
588,4436,Bento Fernandes,Bento Fernandes,Bento Fernandes,TRUE
589,478,Bento Gonçalves,Bento Gonçalves,Bento Gonçalves,TRUE
590,2226,Bequimão,Bequimão,Bequimão,TRUE
591,2227,Berilo,Berilo,Berilo,TRUE
592,1254,Berizal,Berizal,Berizal,TRUE
593,3221,Bernardino Batista,Bernardino Batista,Bernardino Batista,TRUE
594,479,Bernardino De Campos,Bernardino De Campos,Bernardino De Campos,TRUE
595,335,Bernardo Do Mearim,Bernardo Do Mearim,Bernardo Do Mearim,TRUE
596,3222,Bernardo Sayão,Bernardo Sayão,Bernardo Sayão,TRUE
597,690,Bertioga,Bertioga,Bertioga,TRUE
598,2228,Bertolínia,Bertolínia,Bertolínia,TRUE
599,85,Bertópolis,Bertópolis,Bertópolis,TRUE
600,1452,Beruri,Beruri,Beruri,TRUE
601,691,Betânia,Betânia,Betânia,TRUE
602,2229,Betânia Do Piauí,Betânia Do Piauí,Betânia Do Piauí,TRUE
603,1453,Betim,Betim,Betim,TRUE
604,2230,Bezerros,Bezerros,Bezerros,TRUE
605,2231,Bias Fortes,Bias Fortes,Bias Fortes,TRUE
606,4169,Bicas,Bicas,Bicas,TRUE
607,3223,Biguaçu,Biguaçu,Biguaçu,TRUE
608,2232,Bilac,Bilac,Bilac,TRUE
609,3224,Biquinhas,Biquinhas,Biquinhas,TRUE
610,3225,Birigui,Birigui,Birigui,TRUE
611,1805,Biritiba Mirim,Biritiba Mirim,Biritiba Mirim,TRUE
612,3806,Biritinga,Biritinga,Biritinga,TRUE
613,4170,Bituruna,Bituruna,Bituruna,TRUE
614,2233,Blumenau,Blumenau,Blumenau,TRUE
615,3807,Boa Esperança,Boa Esperança,Boa Esperança,TRUE
616,3226,Boa Esperança Do Iguaçu,Boa Esperança Do Iguaçu,Boa Esperança Do Iguaçu,TRUE
617,692,Boa Esperança Do Sul,Boa Esperança Do Sul,Boa Esperança Do Sul,TRUE
618,1806,Boa Hora,Boa Hora,Boa Hora,TRUE
619,1255,Boa Nova,Boa Nova,Boa Nova,TRUE
620,3808,Boa Ventura,Boa Ventura,Boa Ventura,TRUE
621,916,Boa Ventura De São Roque,Boa Ventura De São Roque,Boa Ventura De São Roque,TRUE
622,139,Boa Viagem,Boa Viagem,Boa Viagem,TRUE
623,3809,Boa Vista,Boa Vista,Boa Vista,TRUE
624,4437,Boa Vista Da Aparecida,Boa Vista Da Aparecida,Boa Vista Da Aparecida,TRUE
625,4438,Boa Vista Das Missões,Boa Vista Das Missões,Boa Vista Das Missões,TRUE
626,4439,Boa Vista Do Buricá,Boa Vista Do Buricá,Boa Vista Do Buricá,TRUE
627,480,Boa Vista Do Cadeado,Boa Vista Do Cadeado,Boa Vista Do Cadeado,TRUE
628,4440,Boa Vista Do Gurupi,Boa Vista Do Gurupi,Boa Vista Do Gurupi,TRUE
629,86,Boa Vista Do Incra,Boa Vista Do Incra,Boa Vista Do Incra,TRUE
630,4441,Boa Vista Do Ramos,Boa Vista Do Ramos,Boa Vista Do Ramos,TRUE
631,1807,Boa Vista Do Sul,Boa Vista Do Sul,Boa Vista Do Sul,TRUE
632,1607,Boa Vista Do Tupim,Boa Vista Do Tupim,Boa Vista Do Tupim,TRUE
633,87,Boca Da Mata,Boca Da Mata,Boca Da Mata,TRUE
634,693,Boca Do Acre,Boca Do Acre,Boca Do Acre,TRUE
635,2234,Bocaina,Bocaina,Bocaina,TRUE
636,4171,Bocaina De Minas,Bocaina De Minas,Bocaina De Minas,TRUE
637,2235,Bocaina Do Sul,Bocaina Do Sul,Bocaina Do Sul,TRUE
638,3810,Bocaiúva,Bocaiúva,Bocaiúva,TRUE
639,1084,Bocaiúva Do Sul,Bocaiúva Do Sul,Bocaiúva Do Sul,TRUE
640,1454,Bodó,Bodó,Bodó,TRUE
641,4880,Bodocó,Bodocó,Bodocó,TRUE
642,3227,Bodoquena,Bodoquena,Bodoquena,TRUE
643,3228,Bofete,Bofete,Bofete,TRUE
644,1455,Boituva,Boituva,Boituva,TRUE
645,2236,Bom Conselho,Bom Conselho,Bom Conselho,TRUE
646,481,Bom Despacho,Bom Despacho,Bom Despacho,TRUE
647,4172,Bom Jardim,Bom Jardim,Bom Jardim,TRUE
648,5100,Bom Jardim Da Serra,Bom Jardim Da Serra,Bom Jardim Da Serra,TRUE
649,2237,Bom Jardim De Goiás,Bom Jardim De Goiás,Bom Jardim De Goiás,TRUE
650,694,Bom Jardim De Minas,Bom Jardim De Minas,Bom Jardim De Minas,TRUE
651,1808,Bom Jesus,Bom Jesus,Bom Jesus,TRUE
652,2238,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Bom Jesus Da Lapa,TRUE
653,1809,Bom Jesus Da Penha,Bom Jesus Da Penha,Bom Jesus Da Penha,TRUE
654,482,Bom Jesus Da Serra,Bom Jesus Da Serra,Bom Jesus Da Serra,TRUE
655,5101,Bom Jesus Das Selvas,Bom Jesus Das Selvas,Bom Jesus Das Selvas,TRUE
656,2239,Bom Jesus De Goiás,Bom Jesus De Goiás,Bom Jesus De Goiás,TRUE
657,4953,Bom Jesus Do Amparo,Bom Jesus Do Amparo,Bom Jesus Do Amparo,TRUE
658,2240,Bom Jesus Do Araguaia,Bom Jesus Do Araguaia,Bom Jesus Do Araguaia,TRUE
659,3077,Bom Jesus Do Galho,Bom Jesus Do Galho,Bom Jesus Do Galho,TRUE
660,3005,Bom Jesus Do Itabapoana,Bom Jesus Do Itabapoana,Bom Jesus Do Itabapoana,TRUE
661,4173,Bom Jesus Do Norte,Bom Jesus Do Norte,Bom Jesus Do Norte,TRUE
662,3811,Bom Jesus Do Oeste,Bom Jesus Do Oeste,Bom Jesus Do Oeste,TRUE
663,173,Bom Jesus Do Sul,Bom Jesus Do Sul,Bom Jesus Do Sul,TRUE
664,3229,Bom Jesus Do Tocantins,Bom Jesus Do Tocantins,Bom Jesus Do Tocantins,TRUE
665,483,Bom Jesus Dos Perdões,Bom Jesus Dos Perdões,Bom Jesus Dos Perdões,TRUE
666,4442,Bom Lugar,Bom Lugar,Bom Lugar,TRUE
667,695,Bom Princípio,Bom Princípio,Bom Princípio,TRUE
668,4443,Bom Princípio Do Piauí,Bom Princípio Do Piauí,Bom Princípio Do Piauí,TRUE
669,2241,Bom Progresso,Bom Progresso,Bom Progresso,TRUE
670,4174,Bom Repouso,Bom Repouso,Bom Repouso,TRUE
671,4444,Bom Retiro,Bom Retiro,Bom Retiro,TRUE
672,1256,Bom Retiro Do Sul,Bom Retiro Do Sul,Bom Retiro Do Sul,TRUE
673,3230,Bom Sucesso,Bom Sucesso,Bom Sucesso,TRUE
674,3812,Bom Sucesso De Itararé,Bom Sucesso De Itararé,Bom Sucesso De Itararé,TRUE
675,4175,Bom Sucesso Do Sul,Bom Sucesso Do Sul,Bom Sucesso Do Sul,TRUE
676,140,Bombinhas,Bombinhas,Bombinhas,TRUE
677,696,Bonfim,Bonfim,Bonfim,TRUE
678,5102,Bonfim Do Piauí,Bonfim Do Piauí,Bonfim Do Piauí,TRUE
679,2242,Bonfinópolis,Bonfinópolis,Bonfinópolis,TRUE
680,1810,Bonfinópolis De Minas,Bonfinópolis De Minas,Bonfinópolis De Minas,TRUE
681,174,Boninal,Boninal,Boninal,TRUE
682,2243,Bonito,Bonito,Bonito,TRUE
683,1257,Bonito De Minas,Bonito De Minas,Bonito De Minas,TRUE
684,5103,Bonito De Santa Fé,Bonito De Santa Fé,Bonito De Santa Fé,TRUE
685,1258,Bonópolis,Bonópolis,Bonópolis,TRUE
686,4445,Boqueirão,Boqueirão,Boqueirão,TRUE
687,697,Boqueirão Do Leão,Boqueirão Do Leão,Boqueirão Do Leão,TRUE
688,1700,Boqueirão Do Piauí,Boqueirão Do Piauí,Boqueirão Do Piauí,TRUE
689,1811,Boquim,Boquim,Boquim,TRUE
690,3231,Boquira,Boquira,Boquira,TRUE
691,3232,Borá,Borá,Borá,TRUE
692,88,Boracéia,Boracéia,Boracéia,TRUE
693,1259,Borba,Borba,Borba,TRUE
694,2244,Borborema,Borborema,Borborema,TRUE
695,3233,Borda Da Mata,Borda Da Mata,Borda Da Mata,TRUE
696,3813,Borebi,Borebi,Borebi,TRUE
697,4446,Borrazópolis,Borrazópolis,Borrazópolis,TRUE
698,2245,Bossoroca,Bossoroca,Bossoroca,TRUE
699,3234,Botelhos,Botelhos,Botelhos,TRUE
700,2246,Botucatu,Botucatu,Botucatu,TRUE
701,1812,Botumirim,Botumirim,Botumirim,TRUE
702,4176,Botuporã,Botuporã,Botuporã,TRUE
703,4447,Botuverá,Botuverá,Botuverá,TRUE
704,4177,Bozano,Bozano,Bozano,TRUE
705,4178,Braço Do Norte,Braço Do Norte,Braço Do Norte,TRUE
706,4448,Braço Do Trombudo,Braço Do Trombudo,Braço Do Trombudo,TRUE
707,175,Braga,Braga,Braga,TRUE
708,3235,Bragança,Bragança,Bragança,TRUE
709,3814,Bragança Paulista,Bragança Paulista,Bragança Paulista,TRUE
710,1608,Braganey,Braganey,Braganey,TRUE
711,2247,Branquinha,Branquinha,Branquinha,TRUE
712,176,Brás Pires,Brás Pires,Brás Pires,TRUE
713,4881,Brasil Novo,Brasil Novo,Brasil Novo,TRUE
714,2248,Brasilândia,Brasilândia,Brasilândia,TRUE
715,3815,Brasilândia De Minas,Brasilândia De Minas,Brasilândia De Minas,TRUE
716,336,Brasilândia Do Sul,Brasilândia Do Sul,Brasilândia Do Sul,TRUE
717,55,Brasilândia Do Tocantins,Brasilândia Do Tocantins,Brasilândia Do Tocantins,TRUE
718,698,Brasiléia,Brasiléia,Brasiléia,TRUE
719,5297,Brasileira,Brasileira,Brasileira,TRUE
720,2249,Brasília,Brasília,Brasília,TRUE
721,4954,Brasília De Minas,Brasília De Minas,Brasília De Minas,TRUE
722,3236,Brasnorte,Brasnorte,Brasnorte,TRUE
723,2251,Braúna,Braúna,Braúna,TRUE
724,5104,Braúnas,Braúnas,Braúnas,TRUE
725,2250,Brazabrantes,Brazabrantes,Brazabrantes,TRUE
726,1456,Brazópolis,Brazópolis,Brazópolis,TRUE
727,3006,Brejão,Brejão,Brejão,TRUE
728,1085,Brejetuba,Brejetuba,Brejetuba,TRUE
729,337,Brejinho,Brejinho,Brejinho,TRUE
730,484,Brejinho De Nazaré,Brejinho De Nazaré,Brejinho De Nazaré,TRUE
731,3237,Brejo,Brejo,Brejo,TRUE
732,1457,Brejo Alegre,Brejo Alegre,Brejo Alegre,TRUE
733,485,Brejo Da Madre De Deus,Brejo Da Madre De Deus,Brejo Da Madre De Deus,TRUE
734,1260,Brejo De Areia,Brejo De Areia,Brejo De Areia,TRUE
735,699,Brejo Do Cruz,Brejo Do Cruz,Brejo Do Cruz,TRUE
736,1261,Brejo Do Piauí,Brejo Do Piauí,Brejo Do Piauí,TRUE
737,1701,Brejo Dos Santos,Brejo Dos Santos,Brejo Dos Santos,TRUE
738,177,Brejo Grande,Brejo Grande,Brejo Grande,TRUE
739,917,Brejo Grande Do Araguaia,Brejo Grande Do Araguaia,Brejo Grande Do Araguaia,TRUE
740,1813,Brejo Santo,Brejo Santo,Brejo Santo,TRUE
741,1814,Brejões,Brejões,Brejões,TRUE
742,178,Brejolândia,Brejolândia,Brejolândia,TRUE
743,179,Breu Branco,Breu Branco,Breu Branco,TRUE
744,5105,Breves,Breves,Breves,TRUE
745,4449,Britânia,Britânia,Britânia,TRUE
746,3238,Brochier,Brochier,Brochier,TRUE
747,3239,Brodowski,Brodowski,Brodowski,TRUE
748,1815,Brotas,Brotas,Brotas,TRUE
749,2252,Brotas De Macaúbas,Brotas De Macaúbas,Brotas De Macaúbas,TRUE
750,1816,Brumadinho,Brumadinho,Brumadinho,TRUE
751,4179,Brumado,Brumado,Brumado,TRUE
752,4180,Brunópolis,Brunópolis,Brunópolis,TRUE
753,2253,Brusque,Brusque,Brusque,TRUE
754,2254,Bueno Brandão,Bueno Brandão,Bueno Brandão,TRUE
755,1458,Buenópolis,Buenópolis,Buenópolis,TRUE
756,1817,Buenos Aires,Buenos Aires,Buenos Aires,TRUE
757,2255,Buerarema,Buerarema,Buerarema,TRUE
758,1459,Bugre,Bugre,Bugre,TRUE
759,56,Buíque,Buíque,Buíque,TRUE
760,180,Bujari,Bujari,Bujari,TRUE
761,3240,Bujaru,Bujaru,Bujaru,TRUE
762,3241,Buri,Buri,Buri,TRUE
763,486,Buritama,Buritama,Buritama,TRUE
764,5106,Buriti,Buriti,Buriti,TRUE
765,487,Buriti Alegre,Buriti Alegre,Buriti Alegre,TRUE
766,5107,Buriti Bravo,Buriti Bravo,Buriti Bravo,TRUE
767,338,Buriti De Goiás,Buriti De Goiás,Buriti De Goiás,TRUE
768,700,Buriti Do Tocantins,Buriti Do Tocantins,Buriti Do Tocantins,TRUE
769,701,Buriti Dos Lopes,Buriti Dos Lopes,Buriti Dos Lopes,TRUE
770,488,Buriti Dos Montes,Buriti Dos Montes,Buriti Dos Montes,TRUE
771,5108,Buriticupu,Buriticupu,Buriticupu,TRUE
772,1818,Buritinópolis,Buritinópolis,Buritinópolis,TRUE
773,489,Buritirama,Buritirama,Buritirama,TRUE
774,6,Buritirana,Buritirana,Buritirana,TRUE
775,3242,Buritis,Buritis,Buritis,TRUE
776,2256,Buritizal,Buritizal,Buritizal,TRUE
777,4450,Buritizeiro,Buritizeiro,Buritizeiro,TRUE
778,89,Butiá,Butiá,Butiá,TRUE
779,1262,Caapiranga,Caapiranga,Caapiranga,TRUE
780,4882,Caaporã,Caaporã,Caaporã,TRUE
781,1819,Caarapó,Caarapó,Caarapó,TRUE
782,1263,Caatiba,Caatiba,Caatiba,TRUE
783,1820,Cabaceiras,Cabaceiras,Cabaceiras,TRUE
784,2257,Cabaceiras Do Paraguaçu,Cabaceiras Do Paraguaçu,Cabaceiras Do Paraguaçu,TRUE
